iter	Passed	Remaining
5332	915656	3376751
5333	915825	3376571
5334	915968	3376293
5335	916134	3376101
5336	916301	3375910
5337	916460	3375692
5338	916587	3375355
5339	916810	3375375
5340	916962	3375127
5341	917100	3374831
5342	917230	3374508
5343	917377	3374245
5344	917527	3373993
5345	917756	3374035
5346	917932	3373877
5347	918090	3373655
5348	918251	3373445
5349	918382	3373125
5350	918536	3372886
5351	918713	3372737
5352	918906	3372642
5353	919093	3372527
5354	919235	3372247
5355	919371	3371944
5356	919509	3371648
5357	919678	3371467
5358	919857	3371322
5359	920013	3371093
5360	920184	3370919
5361	920331	3370656
5362	920496	3370463
5363	920650	3370225
5364	920820	3370049
5365	921053	3370102
5366	921219	3369910
5367	921383	3369708
5368	921536	3369471
5369	921696	3369255
5370	921870	3369092
5371	922183	3369438
5372	922330	3369174
5373	922455	3368832
5374	922602	3368571
5375	922762	3368359
5376	922901	3368065
5377	923091	3367963
5378	923291	3367892
5379	923433	3367613
5380	923588	3367382
5381	923737	3367129
5382	923871	3366818
5383	924039	3366633
5384	924225	3366515
5385	924397	3366346
5386	924559	3366137
5387	924724	3365943
5388	924889	3365746
5389	925156	3365922
5390	925433	3366134
5391	925577	3365862
5392	925704	3365527
5393	925859	3365294
5394	925989	3364973
5395	926129	3364686
5396	926361	3364733
5397	926519	3364510
5398	926681	3364306
5399	926835	3364071
5400	926987	3363826
5401	927152	3363630
5402	927277	3363291
5403	927445	3363105
5404	927583	3362812
5405	927738	3362579
5406	927915	3362427
5407	928091	3362271
5408	928265	3362107
5409	928606	3362549
5410	928797	3362448
5411	928976	3362305
5412	929134	3362081
5413	929352	3362077
5414	929622	3362262
5415	929781	3362044
5416	929927	3361781
5417	930059	3361467
5418	930217	3361246
5419	930383	3361052
5420	930561	3360905
5421	930747	3360785
5422	930902	3360551
5423	931090	3360439
5424	931242	3360197
5425	931407	3360001
5426	931563	3359772
5427	931746	3359642
5428	931889	3359367
5429	932071	3359232
5430	932231	3359020
5431	932366	3358717
5432	932516	3358466
5433	932702	3358346
5434	932959	3358480
5435	933150	3358381
5436	933288	3358089
5437	933449	3357877
5438	933629	3357736
5439	933911	3357961
5440	934059	3357704
5441	934284	3357723
5442	934417	3357415
5443	934564	3357152
5444	934699	3356848
5445	934884	3356727
5446	935053	3356545
5447	935246	3356451
5448	935415	3356270
5449	935581	3356077
5450	935715	3355770
5451	935871	3355542
5452	936053	3355408
5453	936228	3355249
5454	936447	3355245
5455	936601	3355012
5456	936776	3354849
5457	936987	3354820
5458	937171	3354692
5459	937351	3354551
5460	937510	3354334
5461	937663	3354094
5462	937821	3353873
5463	937986	3353677
5464	938169	3353547
5465	938314	3353282
5466	938469	3353051
5467	938639	3352870
5468	938799	3352660
5469	938964	3352464
5470	939122	3352243
5471	939311	3352133
5472	939449	3351843
5473	939656	3351796
5474	939806	3351547
5475	939932	3351211
5476	940111	3351067
5477	940276	3350873
5478	940416	3350589
5479	940581	3350393
5480	940720	3350106
5481	940874	3349870
5482	941056	3349734
5483	941252	3349651
5484	941401	3349397
5485	941550	3349147
5486	941700	3348896
5487	941856	3348670
5488	942013	3348448
5489	942159	3348184
5490	942313	3347948
5491	942436	3347605
5492	942565	3347282
5493	942724	3347067
5494	942913	3346955
5495	943047	3346651
5496	943229	3346516
5497	943395	3346324
5498	943528	3346018
5499	943734	3345966
5500	943906	3345797
5501	944050	3345528
5502	944181	3345211
5503	944384	3345151
5504	944543	3344937
5505	944785	3345015
5506	944933	3344758
5507	945103	3344582
5508	945236	3344274
5509	945481	3344363
5510	945628	3344104
5511	945792	3343904
5512	945966	3343740
5513	946094	3343416
5514	946267	3343248
5515	946450	3343117
5516	946620	3342941
5517	946783	3342740
5518	946968	3342615
5519	947121	3342377
5520	947295	3342214
5521	947505	3342179
5522	947656	3341935
5523	947800	3341666
5524	947960	3341453
5525	948104	3341185
5526	948245	3340904
5527	948402	3340683
5528	948673	3340860
5529	948817	3340592
5530	948945	3340269
5531	949100	3340039
5532	949259	3339822
5533	949405	3339560
5534	949579	3339398
5535	949793	3339374
5536	949933	3339092
5537	950165	3339132
5538	950344	3338989
5539	950508	3338790
5540	950715	3338742
5541	950847	3338431
5542	950983	3338137
5543	951137	3337901
5544	951302	3337706
5545	951449	3337451
5546	951631	3337314
5547	951793	3337111
5548	951956	3336907
5549	952125	3336726
5550	952290	3336532
5551	952444	3336301
5552	952597	3336065
5553	952788	3335959
5554	952952	3335763
5555	953094	3335488
5556	953226	3335176
5557	953407	3335039
5558	953549	3334764
5559	953709	3334552
5560	953917	3334507
5561	954054	3334215
5562	954189	3333917
5563	954321	3333609
5564	954478	3333384
5565	954638	3333174
5566	954845	3333126
5567	955034	3333015
5568	955202	3332833
5569	955352	3332583
5570	955501	3332333
5571	955650	3332083
5572	955809	3331869
5573	956100	3332113
5574	956275	3331954
5575	956420	3331692
5576	956559	3331407
5577	956831	3331585
5578	956975	3331316
5579	957154	3331172
5580	957312	3330952
5581	957479	3330767
5582	957633	3330533
5583	957761	3330210
5584	957898	3329918
5585	958083	3329795
5586	958306	3329803
5587	958462	3329576
5588	958642	3329433
5589	958790	3329180
5590	958959	3329000
5591	959155	3328914
5592	959329	3328752
5593	959522	3328653
5594	959668	3328394
5595	959799	3328084
5596	959984	3327956
5597	960137	3327723
5598	960354	3327709
5599	960500	3327448
5600	960721	3327449
5601	960876	3327218
5602	961044	3327035
5603	961219	3326875
5604	961395	3326720
5605	961535	3326440
5606	961666	3326127
5607	961802	3325832
5608	961935	3325527
5609	962113	3325379
5610	962247	3325079
5611	962573	3325441
5612	962708	3325144
5613	962850	3324870
5614	963022	3324701
5615	963179	3324477
5616	963369	3324371
5617	963600	3324404
5618	963752	3324164
5619	963930	3324016
5620	964104	3323853
5621	964269	3323659
5622	964453	3323529
5623	964633	3323388
5624	964784	3323147
5625	964925	3322868
5626	965057	3322562
5627	965218	3322353
5628	965432	3322329
5629	965629	3322247
5630	965770	3321970
5631	965897	3321645
5632	966036	3321361
5633	966219	3321228
5634	966372	3320993
5635	966499	3320669
5636	966712	3320641
5637	966857	3320378
5638	966979	3320038
5639	967130	3319795
5640	967286	3319571
5641	967435	3319322
5642	967588	3319087
5643	967747	3318873
5644	967893	3318615
5645	968043	3318370
5646	968201	3318151
5647	968353	3317912
5648	968570	3317897
5649	968850	3318097
5650	968998	3317848
5651	969150	3317607
5652	969282	3317302
5653	969440	3317085
5654	969587	3316831
5655	969751	3316631
5656	969930	3316485
5657	970067	3316196
5658	970216	3315948
5659	970360	3315684
5660	970505	3315422
5661	970651	3315162
5662	970810	3314949
5663	971095	3315164
5664	971244	3314919
5665	971440	3314831
5666	971609	3314650
5667	971812	3314587
5668	972006	3314493
5669	972178	3314322
5670	972319	3314047
5671	972480	3313841
5672	972615	3313546
5673	972774	3313329
5674	972923	3313081
5675	973118	3312990
5676	973265	3312736
5677	973405	3312458
5678	973563	3312240
5679	973742	3312096
5680	973896	3311864
5681	974082	3311742
5682	974208	3311416
5683	974345	3311129
5684	974500	3310900
5685	974671	3310727
5686	974835	3310533
5687	974959	3310201
5688	975271	3310506
5689	975459	3310390
5690	975613	3310160
5691	975764	3309918
5692	975948	3309790
5693	976084	3309497
5694	976249	3309305
5695	976447	3309223
5696	976598	3308984
5697	976749	3308742
5698	976900	3308503
5699	977048	3308252
5700	977196	3308000
5701	977382	3307879
5702	977562	3307738
5703	977719	3307518
5704	977894	3307358
5705	978044	3307112
5706	978207	3306913
5707	978348	3306638
5708	978552	3306577
5709	978714	3306374
5710	978854	3306098
5711	978999	3305837
5712	979131	3305532
5713	979325	3305436
5714	979497	3305268
5715	979748	3305364
5716	979886	3305082
5717	980050	3304886
5718	980192	3304613
5719	980364	3304444
5720	980548	3304317
5721	980815	3304466
5722	981013	3304385
5723	981203	3304276
5724	981350	3304022
5725	981747	3304610
5726	981936	3304499
5727	982157	3304493
5728	982436	3304684
5729	982569	3304382
5730	982728	3304169
5731	982920	3304066
5732	983087	3303878
5733	983225	3303596
5734	983354	3303281
5735	983504	3303037
5736	983666	3302834
5737	983869	3302770
5738	984100	3302798
5739	984297	3302713
5740	984441	3302448
5741	984608	3302261
5742	984762	3302032
5743	984932	3301855
5744	985104	3301686
5745	985265	3301480
5746	985403	3301195
5747	985631	3301215
5748	985845	3301183
5749	986054	3301140
5750	986272	3301123
5751	986408	3300832
5752	986619	3300792
5753	986789	3300616
5754	986942	3300384
5755	987134	3300279
5756	987316	3300145
5757	987471	3299918
5758	987599	3299601
5759	987734	3299309
5760	987913	3299160
5761	988189	3299339
5762	988366	3299186
5763	988518	3298948
5764	988649	3298641
5765	988829	3298498
5766	989257	3299181
5767	989422	3298988
5768	989574	3298752
5769	989722	3298503
5770	989880	3298286
5771	990039	3298074
5772	990167	3297758
5773	990341	3297594
5774	990468	3297274
5775	990629	3297067
5776	990813	3296938
5777	990955	3296666
5778	991111	3296445
5779	991241	3296133
5780	991467	3296144
5781	991626	3295930
5782	991754	3295616
5783	991885	3295308
5784	992041	3295087
5785	992177	3294797
5786	992354	3294645
5787	992587	3294677
5788	992729	3294406
5789	992911	3294270
5790	993072	3294064
5791	993202	3293756
5792	993363	3293548
5793	993568	3293487
5794	993723	3293263
5795	993881	3293046
5796	994036	3292821
5797	994215	3292675
5798	994372	3292455
5799	994527	3292228
5800	994700	3292062
5801	994881	3291923
5802	995049	3291739
5803	995225	3291582
5804	995349	3291253
5805	995664	3291556
5806	995825	3291352
5807	995970	3291091
5808	996111	3290820
5809	996306	3290726
5810	996439	3290429
5811	996585	3290173
5812	996778	3290071
5813	996984	3290015
5814	997145	3289808
5815	997286	3289535
5816	997445	3289324
5817	997566	3288985
5818	997765	3288904
5819	997937	3288736
5820	998125	3288619
5821	998292	3288431
5822	998444	3288197
5823	998590	3287942
5824	998732	3287674
5825	998930	3287587
5826	999102	3287419
5827	999243	3287147
5828	999377	3286852
5829	999507	3286544
5830	999649	3286276
5831	999867	3286258
5832	999994	3285939
5833	1000137	3285675
5834	1000294	3285458
5835	1000447	3285226
5836	1000589	3284956
5837	1000759	3284779
5838	1000979	3284769
5839	1001169	3284659
5840	1001332	3284460
5841	1001495	3284260
5842	1001629	3283968
5843	1001781	3283730
5844	1001912	3283428
5845	1002105	3283325
5846	1002271	3283137
5847	1002445	3282974
5848	1002616	3282803
5849	1002759	3282537
5850	1002945	3282412
5851	1003146	3282340
5852	1003281	3282049
5853	1003405	3281723
5854	1003525	3281383
5855	1003679	3281155
5856	1003812	3280859
5857	1003971	3280645
5858	1004159	3280527
5859	1004375	3280504
5860	1004515	3280228
5861	1004666	3279989
5862	1004801	3279701
5863	1004955	3279471
5864	1005120	3279281
5865	1005376	3279383
5866	1005566	3279275
5867	1005721	3279049
5868	1005924	3278980
5869	1006096	3278812
5870	1006284	3278693
5871	1006471	3278573
5872	1006635	3278379
5873	1006797	3278175
5874	1007001	3278110
5875	1007160	3277900
5876	1007332	3277730
5877	1007491	3277516
5878	1007673	3277382
5879	1007823	3277141
5880	1007982	3276929
5881	1008153	3276757
5882	1008313	3276548
5883	1008617	3276806
5884	1008779	3276603
5885	1008958	3276456
5886	1009149	3276351
5887	1009298	3276106
5888	1009473	3275946
5889	1009721	3276023
5890	1009906	3275895
5891	1010110	3275830
5892	1010269	3275619
5893	1010411	3275353
5894	1010537	3275032
5895	1010745	3274980
5896	1010914	3274800
5897	1011059	3274544
5898	1011237	3274392
5899	1011386	3274147
5900	1011529	3273885
5901	1011701	3273715
5902	1011902	3273642
5903	1012044	3273373
5904	1012208	3273180
5905	1012379	3273006
5906	1012536	3272787
5907	1012724	3272670
5908	1012902	3272518
5909	1013039	3272238
5910	1013213	3272072
5911	1013398	3271947
5912	1013552	3271717
5913	1013695	3271454
5914	1013921	3271460
5915	1014080	3271249
5916	1014259	3271102
5917	1014454	3271006
5918	1014629	3270846
5919	1014919	3271057
5920	1015094	3270896
5921	1015260	3270709
5922	1015424	3270512
5923	1015573	3270271
5924	1015719	3270017
5925	1015911	3269910
5926	1016173	3270032
5927	1016303	3269728
5928	1016445	3269460
5929	1016610	3269269
5930	1016896	3269464
5931	1017063	3269278
5932	1017261	3269194
5933	1017404	3268931
5934	1017566	3268727
5935	1017741	3268569
5936	1017932	3268459
5937	1018118	3268334
5938	1018400	3268519
5939	1018587	3268396
5940	1018786	3268314
5941	1018947	3268109
5942	1019085	3267830
5943	1019276	3267720
5944	1019430	3267494
5945	1019575	3267236
5946	1019720	3266981
5947	1019902	3266844
5948	1020058	3266622
5949	1020262	3266555
5950	1020401	3266279
5951	1020558	3266062
5952	1020704	3265810
5953	1020850	3265554
5954	1021028	3265405
5955	1021212	3265275
5956	1021504	3265486
5957	1021670	3265298
5958	1021821	3265061
5959	1021975	3264833
5960	1022153	3264684
5961	1022311	3264469
5962	1022551	3264515
5963	1022760	3264464
5964	1022900	3264191
5965	1023048	3263945
5966	1023184	3263660
5967	1023319	3263374
5968	1023517	3263286
5969	1023705	3263167
5970	1023856	3262930
5971	1024058	3262856
5972	1024240	3262721
5973	1024387	3262468
5974	1024571	3262338
5975	1024764	3262235
5976	1024957	3262131
5977	1025098	3261864
5978	1025260	3261662
5979	1025423	3261463
5980	1025619	3261371
5981	1025835	3261340
5982	1026023	3261221
5983	1026203	3261075
5984	1026377	3260912
5985	1026546	3260733
5986	1026869	3261045
5987	1026998	3260738
5988	1027180	3260599
5989	1027321	3260330
5990	1027480	3260119
5991	1027658	3259969
5992	1027855	3259876
5993	1028017	3259675
5994	1028156	3259400
5995	1028396	3259447
5996	1028565	3259269
5997	1028707	3259003
5998	1028912	3258937
5999	1029085	3258772
6000	1029272	3258648
6001	1029409	3258365
6002	1029610	3258288
6003	1029792	3258150
6004	1030048	3258245
6005	1030202	3258018
6006	1030347	3257762
6007	1030506	3257552
6008	1030699	3257448
6009	1030855	3257227
6010	1031050	3257131
6011	1031233	3256997
6012	1031364	3256697
6013	1031544	3256551
6014	1031667	3256228
6015	1031819	3255993
6016	1032005	3255867
6017	1032184	3255719
6018	1032369	3255592
6019	1032537	3255407
6020	1032677	3255139
6021	1032838	3254933
6022	1032996	3254718
6023	1033325	3255043
6024	1033545	3255026
6025	1033682	3254745
6026	1033840	3254530
6027	1033995	3254306
6028	1034158	3254108
6029	1034344	3253981
6030	1034496	3253749
6031	1034656	3253541
6032	1034790	3253252
6033	1034919	3252947
6034	1035113	3252844
6035	1035249	3252564
6036	1035464	3252529
6037	1035606	3252265
6038	1035789	3252128
6039	1035935	3251875
6040	1036134	3251790
6041	1036275	3251524
6042	1036437	3251323
6043	1036596	3251113
6044	1036800	3251043
6045	1036972	3250873
6046	1037125	3250643
6047	1037252	3250333
6048	1037407	3250109
6049	1037616	3250055
6050	1037752	3249773
6051	1037923	3249598
6052	1038058	3249313
6053	1038200	3249051
6054	1038333	3248756
6055	1038470	3248478
6056	1038632	3248278
6057	1038790	3248062
6058	1038952	3247863
6059	1039105	3247633
6060	1039235	3247331
6061	1039358	3247008
6062	1039484	3246696
6063	1039773	3246892
6064	1040039	3247016
6065	1040176	3246735
6066	1040357	3246594
6067	1040550	3246489
6068	1040746	3246395
6069	1040961	3246360
6070	1041098	3246079
6071	1041252	3245855
6072	1041403	3245619
6073	1041634	3245633
6074	1041843	3245579
6075	1042078	3245603
6076	1042212	3245315
6077	1042343	3245018
6078	1042475	3244725
6079	1042638	3244525
6080	1042776	3244252
6081	1042961	3244121
6082	1043129	3243940
6083	1043270	3243671
6084	1043431	3243468
6085	1043589	3243256
6086	1043768	3243105
6087	1043949	3242965
6088	1044100	3242730
6089	1044283	3242593
6090	1044423	3242324
6091	1044553	3242026
6092	1044728	3241865
6093	1044892	3241671
6094	1045194	3241902
6095	1045361	3241717
6096	1045495	3241429
6097	1045670	3241270
6098	1045836	3241081
6099	1046051	3241045
6100	1046340	3241236
6101	1046505	3241044
6102	1046662	3240828
6103	1046787	3240512
6104	1046952	3240322
6105	1047111	3240110
6106	1047338	3240111
6107	1047482	3239855
6108	1047668	3239730
6109	1047827	3239518
6110	1047971	3239262
6111	1048109	3238987
6112	1048256	3238739
6113	1048430	3238575
6114	1048614	3238444
6115	1048764	3238204
6116	1048899	3237922
6117	1049056	3237707
6118	1049220	3237511
6119	1049396	3237355
6120	1049515	3237019
6121	1049660	3236766
6122	1049788	3236461
6123	1049964	3236304
6124	1050150	3236179
6125	1050291	3235912
6126	1050520	3235917
6127	1050703	3235783
6128	1050834	3235486
6129	1051017	3235351
6130	1051200	3235214
6131	1051359	3235004
6132	1051648	3235194
6133	1051783	3234912
6134	1051927	3234655
6135	1052051	3234338
6136	1052228	3234182
6137	1052401	3234017
6138	1052583	3233877
6139	1052766	3233743
6140	1052910	3233485
6141	1053187	3233639
6142	1053357	3233462
6143	1053512	3233241
6144	1053701	3233124
6145	1053873	3232952
6146	1054012	3232683
6147	1054157	3232430
6148	1054305	3232187
6149	1054462	3231971
6150	1054630	3231788
6151	1054884	3231870
6152	1055078	3231766
6153	1055244	3231580
6154	1055389	3231325
6155	1055584	3231228
6156	1055755	3231055
6157	1055952	3230960
6158	1056107	3230740
6159	1056282	3230579
6160	1056463	3230434
6161	1056633	3230259
6162	1056936	3230490
6163	1057103	3230303
6164	1057259	3230087
6165	1057389	3229788
6166	1057538	3229547
6167	1057700	3229348
6168	1057838	3229074
6169	1058005	3228887
6170	1058158	3228661
6171	1058349	3228549
6172	1058511	3228347
6173	1058653	3228087
6174	1058788	3227805
6175	1058936	3227561
6176	1059162	3227557
6177	1059317	3227333
6178	1059466	3227094
6179	1059634	3226911
6180	1059881	3226970
6181	1060007	3226662
6182	1060191	3226527
6183	1060324	3226239
6184	1060511	3226115
6185	1060676	3225922
6186	1060842	3225736
6187	1060997	3225515
6188	1061202	3225446
6189	1061389	3225320
6190	1061537	3225076
6191	1061675	3224803
6192	1061852	3224651
6193	1062014	3224451
6194	1062221	3224386
6195	1062372	3224153
6196	1062520	3223911
6197	1062665	3223658
6198	1062816	3223425
6199	1062960	3223170
6200	1063102	3222909
6201	1063336	3222927
6202	1063531	3222826
6203	1063709	3222676
6204	1063868	3222465
6205	1063993	3222156
6206	1064128	3221873
6207	1064298	3221697
6208	1064488	3221582
6209	1064607	3221251
6210	1064780	3221086
6211	1064932	3220853
6212	1065092	3220649
6213	1065222	3220353
6214	1065394	3220183
6215	1065587	3220076
6216	1065720	3219789
6217	1065878	3219577
6218	1066047	3219397
6219	1066219	3219227
6220	1066363	3218975
6221	1066537	3218809
6222	1066676	3218542
6223	1066826	3218306
6224	1066962	3218027
6225	1067131	3217848
6226	1067305	3217685
6227	1067664	3218077
6228	1067829	3217889
6229	1067964	3217608
6230	1068115	3217373
6231	1068260	3217122
6232	1068411	3216889
6233	1068659	3216951
6234	1068803	3216695
6235	1068986	3216560
6236	1069114	3216256
6237	1069280	3216068
6238	1069416	3215791
6239	1069639	3215776
6240	1069821	3215634
6241	1069986	3215444
6242	1070143	3215230
6243	1070282	3214962
6244	1070469	3214836
6245	1070650	3214693
6246	1070835	3214564
6247	1070993	3214352
6248	1071129	3214073
6249	1071280	3213841
6250	1071426	3213593
6251	1071578	3213365
6252	1071726	3213121
6253	1071987	3213220
6254	1072167	3213075
6255	1072333	3212886
6256	1072496	3212688
6257	1072650	3212467
6258	1072783	3212180
6259	1072984	3212098
6260	1073112	3211797
6261	1073243	3211505
6262	1073449	3211435
6263	1073585	3211158
6264	1073727	3210899
6265	1074010	3211060
6266	1074170	3210855
6267	1074310	3210592
6268	1074468	3210379
6269	1074628	3210175
6270	1074789	3209971
6271	1074917	3209671
6272	1075063	3209424
6273	1075250	3209298
6274	1075402	3209069
6275	1075549	3208826
6276	1075818	3208946
6277	1075956	3208675
6278	1076140	3208541
6279	1076335	3208438
6280	1076474	3208170
6281	1076633	3207964
6282	1076839	3207894
6283	1076969	3207601
6284	1077153	3207467
6285	1077302	3207228
6286	1077500	3207136
6287	1077641	3206874
6288	1077804	3206678
6289	1077961	3206463
6290	1078119	3206253
6291	1078306	3206128
6292	1078439	3205842
6293	1078596	3205629
6294	1078749	3205401
6295	1078904	3205181
6296	1079070	3204994
6297	1079255	3204864
6298	1079422	3204679
6299	1079571	3204440
6300	1079757	3204313
6301	1079891	3204032
6302	1080075	3203899
6303	1080216	3203636
6304	1080501	3203803
6305	1080663	3203602
6306	1080798	3203325
6307	1080956	3203113
6308	1081129	3202945
6309	1081267	3202676
6310	1081445	3202525
6311	1081575	3202232
6312	1081752	3202075
6313	1081883	3201784
6314	1082056	3201620
6315	1082190	3201337
6316	1082341	3201106
6317	1082540	3201017
6318	1082692	3200788
6319	1082883	3200675
6320	1083059	3200518
6321	1083202	3200261
6322	1083329	3199959
6323	1083483	3199737
6324	1083675	3199626
6325	1083808	3199341
6326	1083975	3199157
6327	1084130	3198938
6328	1084273	3198684
6329	1084431	3198474
6330	1084647	3198435
6331	1084800	3198209
6332	1084924	3197898
6333	1085103	3197749
6334	1085250	3197505
6335	1085418	3197324
6336	1085592	3197160
6337	1085795	3197083
6338	1085972	3196929
6339	1086146	3196766
6340	1086320	3196603
6341	1086473	3196376
6342	1086641	3196194
6343	1086898	3196276
6344	1087148	3196336
6345	1087315	3196153
6346	1087491	3195995
6347	1087646	3195776
6348	1087806	3195571
6349	1088047	3195603
6350	1088180	3195319
6351	1088365	3195188
6352	1088503	3194919
6353	1088829	3195202
6354	1089016	3195077
6355	1089190	3194913
6356	1089330	3194650
6357	1089502	3194480
6358	1089657	3194260
6359	1089801	3194009
6360	1090081	3194155
6361	1090268	3194031
6362	1090463	3193929
6363	1090604	3193668
6364	1090751	3193425
6365	1090883	3193137
6366	1091061	3192987
6367	1091291	3192988
6368	1091458	3192802
6369	1091637	3192654
6370	1091753	3192322
6371	1091902	3192083
6372	1092083	3191939
6373	1092254	3191769
6374	1092391	3191496
6375	1092568	3191342
6376	1092840	3191463
6377	1093009	3191287
6378	1093478	3191984
6379	1093670	3191872
6380	1093852	3191731
6381	1094109	3191808
6382	1094309	3191720
6383	1094552	3191758
6384	1094747	3191654
6385	1095018	3191776
6386	1095227	3191714
6387	1095604	3192140
6388	1095895	3192317
6389	1096142	3192364
6390	1096347	3192291
6391	1096530	3192153
6392	1096856	3192430
6393	1097081	3192415
6394	1097282	3192327
6395	1097490	3192263
6396	1097688	3192167
6397	1097995	3192389
6398	1098230	3192404
6399	1098469	3192426
6400	1098717	3192477
6401	1099195	3193194
6402	1099658	3193869
6403	1099855	3193770
6404	1100055	3193680
6405	1100539	3194415
6406	1100864	3194690
6407	1101092	3194679
6408	1101222	3194386
6409	1101499	3194521
6410	1101749	3194576
6411	1101969	3194543
6412	1102155	3194411
6413	1102336	3194266
6414	1102613	3194398
6415	1102803	3194279
6416	1102989	3194148
6417	1103150	3193944
6418	1103300	3193709
6419	1103462	3193510
6420	1103702	3193536
6421	1103862	3193329
6422	1104020	3193115
6423	1104180	3192909
6424	1104303	3192598
6425	1104475	3192426
6426	1104649	3192259
6427	1105059	3192777
6428	1105259	3192685
6429	1105408	3192447
6430	1105589	3192300
6431	1105765	3192141
6432	1106006	3192167
6433	1106158	3191939
6434	1106317	3191730
6435	1106477	3191522
6436	1106676	3191430
6437	1106860	3191291
6438	1107011	3191059
6439	1107196	3190926
6440	1107342	3190679
6441	1107494	3190449
6442	1107655	3190248
6443	1107802	3190003
6444	1107997	3189897
6445	1108217	3189863
6446	1108338	3189544
6447	1108505	3189361
6448	1108642	3189088
6449	1108822	3188938
6450	1109001	3188786
6451	1109190	3188664
6452	1109418	3188653
6453	1109585	3188468
6454	1109775	3188349
6455	1109938	3188150
6456	1110112	3187985
6457	1110312	3187892
6458	1110486	3187728
6459	1110643	3187511
6460	1110791	3187271
6461	1110937	3187027
6462	1111097	3186819
6463	1111396	3187013
6464	1111578	3186870
6465	1111730	3186639
6466	1111872	3186381
6467	1112035	3186184
6468	1112204	3186005
6469	1112360	3185787
6470	1112630	3185896
6471	1112804	3185729
6472	1112973	3185549
6473	1113151	3185393
6474	1113313	3185193
6475	1113462	3184957
6476	1113625	3184759
6477	1113754	3184463
6478	1113926	3184291
6479	1114091	3184101
6480	1114221	3183809
6481	1114357	3183533
6482	1114488	3183245
6483	1114690	3183161
6484	1114823	3182875
6485	1114961	3182606
6486	1115091	3182316
6487	1115273	3182172
6488	1115419	3181928
6489	1115615	3181825
6490	1115757	3181567
6491	1115925	3181385
6492	1116081	3181168
6493	1116266	3181031
6494	1116450	3180894
6495	1116591	3180636
6496	1116938	3180963
6497	1117101	3180765
6498	1117261	3180558
6499	1117411	3180324
6500	1117590	3180174
6501	1117733	3179918
6502	1117915	3179776
6503	1118099	3179639
6504	1118363	3179727
6505	1118514	3179497
6506	1118653	3179230
6507	1118818	3179038
6508	1119035	3178997
6509	1119185	3178761
6510	1119348	3178565
6511	1119518	3178387
6512	1119665	3178144
6513	1119839	3177977
6514	1120090	3178030
6515	1120275	3177896
6516	1120431	3177678
6517	1120601	3177502
6518	1120728	3177203
6519	1120912	3177064
6520	1121079	3176879
6521	1121250	3176703
6522	1121390	3176441
6523	1121547	3176227
6524	1121717	3176051
6525	1121889	3175880
6526	1122215	3176143
6527	1122366	3175912
6528	1122558	3175797
6529	1122732	3175630
6530	1122898	3175441
6531	1123054	3175225
6532	1123261	3175152
6533	1123424	3174956
6534	1123587	3174757
6535	1123739	3174529
6536	1123911	3174358
6537	1124054	3174105
6538	1124249	3173996
6539	1124405	3173780
6540	1124546	3173520
6541	1124683	3173250
6542	1124829	3173005
6543	1124960	3172717
6544	1125121	3172515
6545	1125280	3172308
6546	1125489	3172240
6547	1125638	3172003
6548	1125786	3171765
6549	1125919	3171484
6550	1126077	3171271
6551	1126220	3171019
6552	1126363	3170765
6553	1126606	3170795
6554	1126796	3170673
6555	1126985	3170550
6556	1127132	3170307
6557	1127305	3170137
6558	1127621	3170372
6559	1127856	3170377
6560	1127988	3170093
6561	1128156	3169909
6562	1128300	3169659
6563	1128477	3169500
6564	1128611	3169223
6565	1128823	3169163
6566	1128956	3168884
6567	1129114	3168672
6568	1129276	3168471
6569	1129431	3168254
6570	1129594	3168057
6571	1129753	3167847
6572	1129961	3167778
6573	1130124	3167580
6574	1130298	3167415
6575	1130426	3167120
6576	1130591	3166929
6577	1130742	3166698
6578	1130906	3166505
6579	1131067	3166301
6580	1131225	3166090
6581	1131374	3165854
6582	1131528	3165633
6583	1131677	3165395
6584	1131834	3165184
6585	1131976	3164927
6586	1132117	3164668
6587	1132287	3164492
6588	1132472	3164356
6589	1132636	3164163
6590	1132797	3163960
6591	1133159	3164321
6592	1133334	3164156
6593	1133517	3164015
6594	1133660	3163762
6595	1133823	3163566
6596	1133965	3163310
6597	1134170	3163231
6598	1134336	3163043
6599	1134482	3162798
6600	1134610	3162504
6601	1134749	3162240
6602	1134902	3162018
6603	1135050	3161778
6604	1135212	3161578
6605	1135355	3161327
6606	1135488	3161046
6607	1135624	3160775
6608	1135800	3160616
6609	1135985	3160479
6610	1136182	3160378
6611	1136328	3160133
6612	1136483	3159916
6613	1136651	3159734
6614	1136785	3159456
6615	1136943	3159246
6616	1137111	3159062
6617	1137353	3159086
6618	1137534	3158940
6619	1137726	3158823
6620	1137881	3158604
6621	1138041	3158399
6622	1138196	3158181
6623	1138392	3158075
6624	1138548	3157860
6625	1138689	3157603
6626	1138818	3157312
6627	1138965	3157071
6628	1139094	3156781
6629	1139234	3156522
6630	1139566	3156793
6631	1139729	3156595
6632	1139867	3156331
6633	1140038	3156157
6634	1140196	3155947
6635	1140331	3155674
6636	1140542	3155608
6637	1140760	3155565
6638	1140925	3155373
6639	1141073	3155136
6640	1141262	3155012
6641	1141437	3154850
6642	1141666	3154835
6643	1141840	3154668
6644	1142002	3154469
6645	1142126	3154167
6646	1142294	3153982
6647	1142447	3153759
6648	1142665	3153716
