iter	F1	Logloss
6666	0.6750294633	0.5756961989
6667	0.6750318906	0.5756941648
6668	0.6750423255	0.5756916615
6669	0.6750423255	0.5756899961
6670	0.6750479059	0.5756870564
6671	0.6750430513	0.5756849337
6672	0.6750503331	0.5756820734
6673	0.6750566394	0.5756798714
6674	0.6750277617	0.5756771685
6675	0.675030189	0.5756749697
6676	0.6750221813	0.5756726959
6677	0.6750311649	0.5756707887
6678	0.6750391724	0.5756684022
6679	0.6750488814	0.5756665104
6680	0.675060768	0.5756639067
6681	0.6750367452	0.5756619612
6682	0.6750343179	0.5756597026
6683	0.6750462044	0.5756575832
6684	0.6750447528	0.5756550807
6685	0.6750513087	0.5756524478
6686	0.6750488814	0.5756496488
6687	0.6750554372	0.5756473665
6688	0.6750634447	0.5756448386
6689	0.6750539855	0.5756424291
6690	0.6750578644	0.5756401413
6691	0.6750420994	0.5756378351
6692	0.6750556868	0.5756352851
6693	0.6750741285	0.5756330673
6694	0.6750734025	0.5756317205
6695	0.6750782567	0.5756293618
6696	0.6750734025	0.5756275241
6697	0.6750695236	0.5756259582
6698	0.6750806838	0.5756240262
6699	0.6750702495	0.5756214629
6700	0.6750670965	0.5756194313
6701	0.6750639435	0.5756170181
6702	0.6750695236	0.5756148128
6703	0.6750937938	0.575612611
6704	0.6750969469	0.5756100863
6705	0.6751216945	0.5756084632
6706	0.6751022784	0.5756061917
6707	0.6751112603	0.5756043382
6708	0.675107381	0.5756016862
6709	0.6751098079	0.5755999328
6710	0.675102527	0.5755974284
6711	0.6750974244	0.5755950974
6712	0.6750896659	0.5755930261
6713	0.6750889399	0.5755909814
6714	0.675097673	0.5755897381
6715	0.6751001	0.5755870908
6716	0.675104954	0.5755850112
6717	0.6751056802	0.5755827314
6718	0.67508699	0.5755788964
6719	0.6750981505	0.5755763896
6720	0.6750957234	0.5755747995
6721	0.6750932963	0.5755728043
6722	0.6750797087	0.5755707321
6723	0.6750831108	0.5755689229
6724	0.6750758296	0.5755670223
6725	0.67508699	0.5755652869
6726	0.6750925702	0.5755628475
6727	0.6750835879	0.5755599383
6728	0.6750867411	0.575557548
6729	0.6750884421	0.5755546712
6730	0.6750884421	0.5755532659
6731	0.6750925702	0.5755504469
6732	0.6750974244	0.575546729
6733	0.6750998514	0.5755449943
6734	0.6750998514	0.575544803
6735	0.6751085849	0.575541577
6736	0.675118293	0.5755404247
6737	0.6751224208	0.5755383119
6738	0.6751258221	0.575536999
6739	0.675128249	0.5755345041
6740	0.6751209682	0.5755321377
6741	0.6751056802	0.5755297278
6742	0.6751098079	0.5755270945
6743	0.6751272747	0.5755249494
6744	0.6751369825	0.575522715
6745	0.6751418363	0.5755208703
6746	0.6751418363	0.5755190697
6747	0.6751425627	0.5755171229
6748	0.675138683	0.575514616
6749	0.6751466901	0.5755128408
6750	0.6751452373	0.5755098824
6751	0.6751442632	0.5755075601
6752	0.6751515439	0.575505369
6753	0.6751515439	0.5755036449
6754	0.6751515439	0.5755034384
6755	0.6751452373	0.5755008164
6756	0.6751452373	0.5754976435
6757	0.6751629516	0.5754953953
6758	0.675166105	0.5754926191
6759	0.6751724118	0.5754883988
6760	0.6751799391	0.5754858665
6761	0.6751702321	0.5754833782
6762	0.6751597983	0.575480484
6763	0.6751726588	0.5754786171
6764	0.6751750856	0.5754766594
6765	0.6751726588	0.5754744871
6766	0.6751855193	0.5754723775
6767	0.6751799391	0.5754702892
6768	0.6752008064	0.575467707
6769	0.6752126936	0.5754655079
6770	0.6752296804	0.5754628729
6771	0.6752449673	0.5754604242
6772	0.675240841	0.5754581363
6773	0.6752561279	0.5754551092
6774	0.6752425406	0.5754537522
6775	0.675241568	0.5754513411
6776	0.6752537013	0.5754490395
6777	0.6752672886	0.5754466963
6778	0.6752714146	0.5754450799
6779	0.675276995	0.5754430237
6780	0.6752668065	0.5754410395
6781	0.675277967	0.5754385953
6782	0.6752571002	0.575435932
6783	0.6752609811	0.5754337448
6784	0.6752716595	0.5754299633
6785	0.6752709323	0.5754278269
6786	0.6752828201	0.5754243353
6787	0.6753189729	0.5754217344
6788	0.6753213993	0.5754195124
6789	0.6753303773	0.5754172257
6790	0.6753342589	0.5754149847
6791	0.6753371694	0.5754110284
6792	0.6753354705	0.5754085978
6793	0.6753274635	0.5754066732
6794	0.6753393523	0.5754037926
6795	0.6753408077	0.5754007311
6796	0.6753425065	0.5753985815
6797	0.6753536679	0.5753974187
6798	0.6753602196	0.5753940948
6799	0.675349786	0.5753926476
6800	0.6753563376	0.5753906885
6801	0.6753636168	0.5753895672
6802	0.6753636168	0.5753874603
6803	0.6753536679	0.5753848228
6804	0.6753536679	0.5753826621
6805	0.6753536679	0.5753807442
6806	0.6753728368	0.5753774473
6807	0.6753592487	0.5753751804
6808	0.6753602196	0.5753723296
6809	0.6753434776	0.5753701325
6810	0.6753594918	0.5753677861
6811	0.6753658003	0.5753663489
6812	0.6753801162	0.5753640621
6813	0.6753803588	0.5753613878
6814	0.6753915203	0.5753597992
6815	0.6754051083	0.575357448
6816	0.6754019539	0.5753550122
6817	0.6754002556	0.5753530712
6818	0.6754089909	0.575351152
6819	0.6754228209	0.5753489583
6820	0.6754114173	0.5753461908
6821	0.6754194246	0.5753441608
6822	0.6754179683	0.5753421984
6823	0.6754186964	0.5753402006
6824	0.67542913	0.5753380457
6825	0.6754395636	0.5753361498
6826	0.6754395636	0.5753340139
6827	0.6754250056	0.5753312117
6828	0.6754145719	0.5753287926
6829	0.6754145719	0.5753269911
6830	0.6754267037	0.5753247944
6831	0.6754114173	0.5753224712
6832	0.6754121455	0.5753201761
6833	0.6754080208	0.5753177869
6834	0.6754288885	0.575314708
6835	0.6754145719	0.5753124335
6836	0.6754186964	0.5753097667
6837	0.6754354393	0.5753076346
6838	0.6754385939	0.5753048385
6839	0.6754351978	0.5753027519
6840	0.6754351978	0.575302615
6841	0.6754439337	0.5752999496
6842	0.6754536393	0.5752972249
6843	0.6754638323	0.5752952837
6844	0.6754550961	0.5752931601
6845	0.67547184	0.5752916414
6846	0.6754725686	0.5752901756
6847	0.67547815	0.5752889915
6848	0.6754631038	0.5752857024
6849	0.6754766928	0.5752833432
6850	0.6754798477	0.5752813893
6851	0.6754735378	0.5752791738
6852	0.6754752356	0.5752776718
6853	0.6754783905	0.5752764412
6854	0.6754830028	0.5752742138
6855	0.6754902819	0.5752721077
6856	0.675503871	0.5752706342
6857	0.6755055686	0.5752686506
6858	0.6755201263	0.5752662434
6859	0.675494646	0.5752621357
6860	0.6755019248	0.5752610292
6861	0.6755058086	0.5752588573
6862	0.6755026535	0.575255909
6863	0.6755138161	0.5752526756
6864	0.6755113899	0.5752514477
6865	0.6755106611	0.5752495018
6866	0.675520366	0.5752463927
6867	0.6755172109	0.5752440654
6868	0.6755140559	0.5752416114
6869	0.6755220633	0.5752388855
6870	0.6755310391	0.5752374123
6871	0.6755341941	0.575235333
6872	0.6755181794	0.5752341494
6873	0.6755341941	0.5752321036
6874	0.6755307996	0.57522982
6875	0.6755244895	0.5752263756
6876	0.6755283735	0.5752239912
6877	0.6755378389	0.5752212136
6878	0.6755344444	0.5752183078
6879	0.6755303208	0.5752157855
6880	0.6755431812	0.5752137241
6881	0.6755400259	0.5752121241
6882	0.6755312892	0.5752083232
6883	0.6755354127	0.5752063181
6884	0.6755312892	0.5752043364
6885	0.6755344444	0.5752021076
6886	0.6755305602	0.5751997344
6887	0.6755361417	0.5751974706
6888	0.6755497308	0.5751951884
6889	0.6755473046	0.575193368
6890	0.6755409941	0.5751905624
6891	0.6755409941	0.5751883828
6892	0.6755448784	0.5751855047
6893	0.6755482727	0.5751832943
6894	0.6755490018	0.5751830124
6895	0.675567682	0.5751806738
6896	0.6755708373	0.5751787438
6897	0.6755730249	0.5751761865
6898	0.6755672047	0.5751733152
6899	0.6755608939	0.5751715383
6900	0.6755689017	0.5751695641
6901	0.6755858849	0.5751676199
6902	0.6755921958	0.5751652631
6903	0.675584188	0.5751640377
6904	0.675577148	0.5751621418
6905	0.675584188	0.5751594434
6906	0.675594622	0.5751572077
6907	0.6755970481	0.5751550586
6908	0.6756116048	0.575153716
6909	0.6756084492	0.5751511498
6910	0.6756133014	0.57514885
6911	0.675606261	0.5751461774
6912	0.6756103836	0.5751437826
6913	0.6756094164	0.5751402771
6914	0.6756067526	0.5751384387
6915	0.6756154898	0.5751361418
6916	0.6756332019	0.5751332801
6917	0.6756300462	0.5751309172
6918	0.6756348983	0.5751281909
6919	0.6756348983	0.5751264671
6920	0.6756348983	0.5751229827
6921	0.6756317427	0.5751217182
6922	0.6756397504	0.5751198064
6923	0.6756370872	0.5751169605
6924	0.6756363575	0.5751148631
6925	0.6756387836	0.5751126385
6926	0.6756307758	0.5751111775
6927	0.6756467914	0.5751090634
6928	0.6756460617	0.5751063074
6929	0.675638054	0.57510495
6930	0.6756499471	0.5751025229
6931	0.6756523732	0.5751001927
6932	0.6756482508	0.5750975662
6933	0.6756589215	0.5750947597
6934	0.6756613475	0.5750925241
6935	0.6756567322	0.5750903209
6936	0.6756567322	0.575086594
6937	0.6756470283	0.5750843806
6938	0.675650184	0.5750819012
6939	0.67565261	0.5750803949
6940	0.6756535765	0.5750775442
6941	0.6756608543	0.5750754589
6942	0.6756625505	0.5750740596
6943	0.6756729838	0.5750713152
6944	0.6756778355	0.575068933
6945	0.6756746798	0.5750665944
6946	0.67567395	0.5750644307
6947	0.6756853492	0.5750617672
6948	0.6756829234	0.5750594647
6949	0.6756843831	0.5750569214
6950	0.6756972421	0.5750550585
6951	0.6756948163	0.5750542338
6952	0.6756933564	0.5750518044
6953	0.6756918965	0.575049037
6954	0.6756965121	0.5750462432
6955	0.6756974779	0.575044369
6956	0.6756982079	0.5750429158
6957	0.6757028236	0.5750407937
6958	0.6757173781	0.5750387091
6959	0.6757149524	0.5750375939
6960	0.6757214995	0.5750351522
6961	0.6757246553	0.5750330328
6962	0.6757341229	0.575030785
6963	0.6757275759	0.5750280332
6964	0.6757316972	0.5750259546
6965	0.6757372789	0.5750234933
6966	0.6757404349	0.5750214101
6967	0.6757435909	0.5750192272
6968	0.6757581451	0.5750171903
6969	0.6757731953	0.5750147002
6970	0.6757588755	0.5750124661
6971	0.6757598404	0.5750106734
6972	0.6757542587	0.5750078497
6973	0.6757462514	0.5750048418
6974	0.6757435909	0.5750009815
6975	0.6757501377	0.5749986179
6976	0.6757525634	0.574996679
6977	0.6757494074	0.574993871
6978	0.6757350882	0.5749917923
6979	0.675753763	0.5749890908
6980	0.6757513374	0.5749864348
6981	0.6757593446	0.5749838823
6982	0.6757608053	0.5749811921
6983	0.6757792454	0.574979131
6984	0.6757809404	0.5749759572
6985	0.6757882171	0.5749743806
6986	0.6757777844	0.5749718948
6987	0.6757680821	0.574970291
6988	0.6757760893	0.5749697302
6989	0.6757680821	0.574967846
6990	0.6757705077	0.5749661416
6991	0.6757768198	0.5749639616
6992	0.6757680821	0.5749616217
6993	0.6757705077	0.5749600491
6994	0.6757809404	0.5749582325
6995	0.6757959905	0.5749562264
6996	0.6757896782	0.5749541086
6997	0.6758008416	0.5749522242
6998	0.6758047285	0.5749499187
6999	0.6757969549	0.5749478051
7000	0.6758059263	0.5749462001
7001	0.6758066569	0.5749437503
7002	0.6758056927	0.5749418791
7003	0.6758202458	0.5749392196
7004	0.6758035008	0.5749371623
7005	0.6758059263	0.5749360877
7006	0.6758107772	0.5749338268
7007	0.6758226713	0.5749313037
7008	0.6758379549	0.5749289599
7009	0.6758229045	0.5749266502
7010	0.6758190176	0.5749242253
7011	0.6758428057	0.5749218235
7012	0.6758364932	0.5749197398
7013	0.6758454638	0.5749172272
7014	0.6758199815	0.5749146859
7015	0.6758078546	0.5749124178
7016	0.6758046985	0.5749104643
7017	0.6758265268	0.5749076553
7018	0.6758313775	0.5749054885
7019	0.6758296829	0.5749036283
7020	0.6758306467	0.5749010101
7021	0.6758483544	0.5748984822
7022	0.6758473909	0.5748957851
7023	0.6758595172	0.5748941068
7024	0.6758755306	0.5748916711
7025	0.6758738364	0.5748895517
7026	0.6758891189	0.5748864959
7027	0.6758835373	0.5748847695
7028	0.6759017445	0.5748823133
7029	0.6759058637	0.5748798153
7030	0.6759058637	0.5748781907
7031	0.6759027072	0.5748760268
7032	0.6759075576	0.5748736884
7033	0.675900282	0.5748724805
7034	0.6758961628	0.5748703637
7035	0.6758985881	0.5748682634
7036	0.6759192211	0.5748662874
7037	0.6759240715	0.5748647365
7038	0.6759403163	0.5748621363
7039	0.6759308465	0.574859534
7040	0.6759340031	0.574857519
7041	0.6759179895	0.5748550183
7042	0.6759252649	0.5748533493
7043	0.6759196833	0.5748498038
7044	0.675921146	0.5748480416
7045	0.6759281905	0.5748460428
7046	0.6759259963	0.5748449175
7047	0.6759347345	0.5748431337
7048	0.6759434729	0.5748409326
7049	0.6759458981	0.5748384514
7050	0.6759206457	0.5748335969
7051	0.6759293837	0.5748304421
7052	0.6759359275	0.5748284564
7053	0.6759463591	0.5748262226
7054	0.6759366589	0.5748241238
7055	0.675932771	0.574821355
7056	0.6759271895	0.5748191895
7057	0.6759359275	0.5748170746
7058	0.6759400461	0.5748156952
7059	0.6759376211	0.5748137193
7060	0.6759504776	0.5748117615
7061	0.6759400461	0.5748099851
7062	0.6759400461	0.574808057
7063	0.6759480526	0.5748059309
7064	0.6759504776	0.5748038734
7065	0.6759609091	0.574801409
7066	0.6759640657	0.5747992714
7067	0.6759647973	0.5747964998
7068	0.6759679539	0.5747944058
7069	0.6759728039	0.5747919884
7070	0.6759808105	0.5747890509
7071	0.6760016737	0.5747858753
7072	0.6760033667	0.5747833517
7073	0.6760145301	0.5747804568
7074	0.676016955	0.5747776399
7075	0.6760201119	0.5747761042
7076	0.6760290793	0.5747740879
7077	0.6760157201	0.5747717878
7078	0.6760181449	0.5747682347
7079	0.6760191058	0.5747637047
7080	0.6760159492	0.5747612877
7081	0.6760183739	0.5747596236
7082	0.6760263801	0.5747573474
7083	0.6760222625	0.5747551516
7084	0.6760302688	0.5747526338
7085	0.6760285761	0.574750322
7086	0.6760300401	0.5747489645
7087	0.6760268833	0.5747473705
7088	0.6760312295	0.5747449824
7089	0.6760356217	0.5747426819
7090	0.6760399677	0.574740391
7091	0.676042164	0.5747380096
7092	0.6760397392	0.574736274
7093	0.6760438566	0.5747341631
7094	0.6760487061	0.5747321507
7095	0.6760455493	0.5747302175
7096	0.6760462814	0.5747284513
7097	0.676055752	0.5747259428
7098	0.6760693402	0.5747244692
7099	0.6760829284	0.574722539
7100	0.6760863131	0.5747202271
7101	0.6760918948	0.574719087
7102	0.676083156	0.5747174202
7103	0.676083156	0.5747151505
7104	0.6760744174	0.5747125694
7105	0.6760848483	0.5747111021
7106	0.6760785344	0.5747095641
7107	0.6760722206	0.5747076979
7108	0.6760802267	0.5747059497
7109	0.6760848483	0.5747031276
7110	0.6760792667	0.574700724
7111	0.6760787621	0.5746984962
7112	0.6760787621	0.5746983168
7113	0.6760891926	0.5746956549
7114	0.6760916172	0.5746943971
7115	0.6760867681	0.5746935465
7116	0.6760940417	0.5746912087
7117	0.6760921222	0.5746882866
7118	0.6761107863	0.5746858892
7119	0.6761132108	0.5746843415
7120	0.6761229088	0.5746823062
7121	0.6761204843	0.5746804021
7122	0.6761284903	0.5746778556
7123	0.6761364964	0.5746761515
7124	0.6761226821	0.5746736857
7125	0.676124374	0.5746709079
7126	0.6761364964	0.5746682224
7127	0.676145009	0.5746661349
7128	0.6761447827	0.5746643058
7129	0.6761624873	0.5746622087
7130	0.6761588231	0.57465906
7131	0.6761660964	0.5746567437
7132	0.6761588231	0.5746532379
7133	0.6761699866	0.5746512261
7134	0.6761724111	0.5746496198
7135	0.6761724111	0.5746494097
7136	0.6761772599	0.5746466761
7137	0.6761811503	0.5746446476
7138	0.6761913557	0.5746421488
7139	0.6761986291	0.5746412564
7140	0.6761930471	0.5746398602
7141	0.6762010535	0.5746378831
7142	0.6762107512	0.5746344387
7143	0.676210018	0.5746314355
7144	0.6762131756	0.5746287053
7145	0.6762180243	0.5746243098
7146	0.6761998124	0.5746205508
7147	0.6761925393	0.5746188621
7148	0.6762158247	0.574616053
7149	0.6761932723	0.5746131627
7150	0.6762020117	0.5746106425
7151	0.6762124424	0.5746084699
7152	0.6762197155	0.5746067354
7153	0.6762134004	0.5746040171
7154	0.6762134004	0.5746020231
7155	0.6762046611	0.5746007629
7156	0.6762005455	0.5745989068
7157	0.6761995873	0.5745962586
7158	0.6762092848	0.5745941074
7159	0.6762131756	0.5745923446
7160	0.6762226485	0.5745897979
7161	0.6762308794	0.5745869358
7162	0.6762189823	0.5745847501
7163	0.6762124424	0.5745824363
7164	0.6762197155	0.5745804917
7165	0.6762211819	0.5745787559
7166	0.676228455	0.5745761034
7167	0.6762371947	0.5745732464
7168	0.676243001	0.5745703514
7169	0.6762415343	0.5745687909
7170	0.6762471162	0.5745666476
7171	0.676261214	0.5745639705
7172	0.6762539411	0.5745611266
7173	0.6762660627	0.5745592197
7174	0.6762515167	0.5745572609
7175	0.6762675297	0.5745545668
7176	0.6762570989	0.5745521763
7177	0.6762529836	0.5745503545
7178	0.6762537171	0.5745478341
7179	0.6762544506	0.5745456152
7180	0.6762481348	0.5745430581
7181	0.6762651054	0.574540574
7182	0.6762675297	0.5745375918
7183	0.6762770035	0.5745355415
7184	0.6762684869	0.5745327697
7185	0.6762716448	0.574530987
7186	0.6762915494	0.5745288789
7187	0.676296175	0.5745265439
7188	0.6762905926	0.5745240456
7189	0.6762971318	0.5745216724
7190	0.6763107207	0.5745195813
7191	0.6762857439	0.5745154487
7192	0.6762883914	0.5745133524
7193	0.6762740691	0.5745107567
7194	0.6762629048	0.5745075854
7195	0.6762740691	0.5745038684
7196	0.6762813419	0.5745017414
7197	0.676290082	0.5744995118
7198	0.6762789176	0.5744963022
7199	0.6762789176	0.5744961097
7200	0.6762883914	0.5744934727
7201	0.6762883914	0.5744908879
7202	0.6763051384	0.5744873161
7203	0.6762941968	0.5744845637
7204	0.6762917726	0.5744819501
7205	0.6762956643	0.5744800287
7206	0.6762820756	0.5744773188
7207	0.6762813419	0.5744745057
7208	0.6763007357	0.5744717937
7209	0.6763070516	0.5744689976
7210	0.6763077854	0.5744681297
7211	0.6763157919	0.574466255
7212	0.6763116773	0.5744641928
7213	0.6763063178	0.5744616345
7214	0.6763094758	0.5744592945
7215	0.6763167484	0.5744566084
7216	0.6763254886	0.5744543838
7217	0.6763223306	0.5744519745
7218	0.6763177048	0.5744494074
7219	0.676316971	0.5744472474
7220	0.6763218192	0.5744452717
7221	0.6763177048	0.5744432728
7222	0.676329603	0.5744406534
7223	0.6763240208	0.5744383993
7224	0.6763201289	0.5744361604
7225	0.6763177048	0.5744347194
7226	0.6763424576	0.5744317336
7227	0.6763390774	0.5744298625
7228	0.6763334951	0.5744282542
7229	0.6763441476	0.5744258683
7230	0.6763354074	0.5744241449
7231	0.6763475277	0.574421303
7232	0.6763380536	0.5744177947
7233	0.6763404776	0.5744156724
7234	0.6763499517	0.5744134396
7235	0.6763523758	0.5744115771
7236	0.6763499517	0.5744096058
7237	0.6763443697	0.5744075397
7238	0.6763356296	0.574406106
7239	0.6763467937	0.5744029586
7240	0.6763523758	0.5744005189
7241	0.6763603819	0.5743978845
7242	0.6763531098	0.5743960181
7243	0.676358692	0.5743942733
7244	0.6763650083	0.5743928963
7245	0.6763628059	0.5743904487
7246	0.6763693437	0.5743885696
7247	0.6763797736	0.5743861364
7248	0.6763647173	0.574383248
7249	0.6763702993	0.5743805743
7250	0.6763768368	0.5743777666
7251	0.67640012	0.5743751598
7252	0.676405702	0.5743745988
7253	0.6764209792	0.574372397
7254	0.6764265613	0.5743698879
7255	0.6764336125	0.574367415
7256	0.6764287648	0.5743648106
7257	0.6764311887	0.5743623546
7258	0.6764270755	0.5743602623
7259	0.6764140012	0.5743580067
7260	0.6764317031	0.5743552214
7261	0.6764278101	0.574353242
7262	0.6764280303	0.5743506504
7263	0.6764360363	0.5743469283
7264	0.6764287648	0.5743453594
7265	0.6764336125	0.5743431009
7266	0.6764399293	0.5743413283
7267	0.6764389747	0.5743389611
7268	0.6764518285	0.5743371048
7269	0.6764613043	0.5743351882
7270	0.6764637281	0.5743327682
7271	0.676444557	0.5743309989
7272	0.6764525633	0.5743290695
7273	0.6764748931	0.5743268176
7274	0.676488482	0.5743238271
7275	0.6764925946	0.5743223425
7276	0.6764925946	0.574320648
7277	0.6765006009	0.5743185226
7278	0.6765078722	0.5743158545
7279	0.676514925	0.5743140771
7280	0.676511031	0.5743120672
7281	0.6765158785	0.574309779
7282	0.6765190373	0.574307639
7283	0.6765180839	0.5743060844
7284	0.6765205076	0.5743052811
7285	0.6765141898	0.574303075
7286	0.676511031	0.5743015553
7287	0.6764996472	0.5742991629
7288	0.6764996472	0.5742969029
7289	0.6765093423	0.5742945552
7290	0.6765190373	0.5742922444
7291	0.6765144082	0.5742883587
7292	0.6765049319	0.5742861568
7293	0.6765032433	0.5742842443
7294	0.6765008196	0.5742816255
7295	0.6765049319	0.5742794776
7296	0.6765049319	0.5742776115
7297	0.6764993496	0.5742754359
7298	0.6765075741	0.5742727308
7299	0.6765012569	0.574270682
7300	0.6765019919	0.5742685737
7301	0.6765148449	0.574267495
7302	0.6765148449	0.5742653255
7303	0.6765196921	0.5742628759
7304	0.6765196921	0.5742603652
7305	0.6765075741	0.5742582429
7306	0.6765061041	0.5742559712
7307	0.6765083092	0.5742533438
7308	0.6765049319	0.5742505515
7309	0.6764937672	0.5742487339
7310	0.6764993496	0.574246782
7311	0.6765073556	0.5742440342
7312	0.6764937672	0.5742414799
7313	0.6765032433	0.5742398588
7314	0.6765386447	0.5742368795
7315	0.6765362211	0.5742352569
7316	0.676535268	0.5742312849
7317	0.6765408505	0.5742286668
7318	0.6765711875	0.5742259237
7319	0.6765614929	0.5742233863
7320	0.6765588518	0.5742202921
7321	0.6765556927	0.5742177941
7322	0.6765595873	0.5742155387
7323	0.6765556927	0.574213126
7324	0.6765542219	0.5742111793
7325	0.6765564281	0.5742093308
7326	0.6765634819	0.5742067918
7327	0.6765707531	0.5742052122
7328	0.6765891903	0.5742031487
7329	0.6765700176	0.5742011807
7330	0.6765780243	0.5741990615
7331	0.6765797124	0.5741969269
7332	0.676574865	0.5741954938
7333	0.676586031	0.5741931543
7334	0.6765836073	0.5741908297
7335	0.6765930853	0.5741886577
7336	0.6765952924	0.5741864402
7337	0.6765858141	0.5741840965
7338	0.6765875022	0.5741821571
7339	0.6765991876	0.5741798611
7340	0.6765991876	0.5741786057
7341	0.6766016113	0.5741756722
7342	0.6765977161	0.5741735734
7343	0.6766025636	0.5741713108
7344	0.6766195295	0.5741687743
7345	0.6766178417	0.574166948
7346	0.6766115227	0.5741650345
7347	0.6766165862	0.5741620085
7348	0.6766190098	0.5741594991
7349	0.6766350231	0.5741556408
7350	0.6766311277	0.5741540471
7351	0.6766342872	0.574152153
7352	0.6766510365	0.5741499319
7353	0.6766430298	0.5741475409
7354	0.6766493489	0.5741450765
7355	0.6766541961	0.5741426326
7356	0.6766653625	0.5741408563
7357	0.6766597793	0.5741388564
7358	0.6766597793	0.5741375834
7359	0.6766627237	0.574134865
7360	0.6766571404	0.5741329603
7361	0.6766578765	0.5741315529
7362	0.6766658835	0.574129391
7363	0.6766578765	0.5741274974
7364	0.6766644112	0.5741255623
7365	0.6766813761	0.5741227742
7366	0.6766646264	0.5741199243
7367	0.6766694734	0.5741176139
7368	0.6766837996	0.5741146004
7369	0.6766949663	0.5741125771
7370	0.6767005496	0.5741097988
7371	0.6767085565	0.5741075951
7372	0.6767044459	0.5741049125
7373	0.6766845359	0.5741023204
7374	0.6766876957	0.5740999778
7375	0.6767005496	0.574097787
7376	0.6767022368	0.5740959744
7377	0.6767029731	0.5740940879
7378	0.6766959171	0.574091926
7379	0.6766949663	0.5740892444
7380	0.6767029731	0.5740862833
7381	0.6766845359	0.5740837885
7382	0.6766813761	0.5740818572
7383	0.6766966534	0.5740789454
7384	0.6766966534	0.5740765584
7385	0.6767034019	0.574074442
7386	0.6767002421	0.5740725478
7387	0.6767002421	0.5740707198
7388	0.676717728	0.5740680859
7389	0.6767128812	0.5740651796
7390	0.676731318	0.5740627887
7391	0.676741748	0.5740609362
7392	0.6767568115	0.5740588069
7393	0.6767514414	0.5740565365
7394	0.6767642947	0.5740535729
7395	0.6767756742	0.5740512061
7396	0.676776411	0.5740493036
7397	0.6767916873	0.5740474889
7398	0.676802854	0.5740456719
7399	0.6768060142	0.5740451941
7400	0.6768324574	0.5740414623
7401	0.6768331946	0.5740395375
7402	0.6768339318	0.5740373936
7403	0.6768227647	0.5740354808
7404	0.6768251879	0.5740333262
7405	0.6768244507	0.5740308234
7406	0.6768261368	0.5740292706
7407	0.6768261368	0.5740269226
7408	0.676815707	0.5740236586
7409	0.6768132838	0.5740207235
7410	0.6768125468	0.5740190795
7411	0.6768173931	0.5740162599
7412	0.6768215023	0.5740143239
7413	0.676832669	0.5740099148
7414	0.6768334062	0.5740090573
7415	0.6768399383	0.5740072755
7416	0.6768503679	0.5740050364
7417	0.6768445731	0.5740028492
7418	0.6768350921	0.5740006958
7419	0.6768319318	0.5739991878
7420	0.676832669	0.5739964899
7421	0.6768430986	0.5739944181
7422	0.6768455217	0.5739918465
7423	0.6768416242	0.5739901454
7424	0.6768680665	0.5739883483
7425	0.676877021	0.5739860154
7426	0.676879444	0.5739839109
7427	0.6768947191	0.5739813629
7428	0.6768842899	0.573979488
7429	0.6768859753	0.5739778846
7430	0.6768852378	0.5739756015
7431	0.6769044107	0.5739729079
7432	0.6769068336	0.5739725172
7433	0.6769051484	0.5739702142
7434	0.6769075712	0.5739679904
7435	0.6769194759	0.5739656069
7436	0.6769148399	0.5739631797
7437	0.6769182102	0.5739607236
7438	0.6769189479	0.5739581897
7439	0.676916525	0.5739567504
7440	0.6769245313	0.5739542376
7441	0.6769157874	0.5739519342
7442	0.6769085188	0.5739505195
7443	0.6769148399	0.5739477952
7444	0.6769053584	0.5739452002
7445	0.6769135744	0.5739433294
7446	0.6769094664	0.5739416887
7447	0.6769096763	0.573938925
7448	0.6769169446	0.5739370702
7449	0.676920105	0.5739353085
7450	0.6769082011	0.5739333027
7451	0.6769264259	0.573931195
7452	0.6769392774	0.573929086
7453	0.6769361168	0.5739262705
7454	0.6769417001	0.5739249389
7455	0.6769320091	0.5739224799
7456	0.676940753	0.573920491
7457	0.6769489682	0.5739178686
7458	0.6769409622	0.5739164235
7459	0.6769593968	0.5739132258
7460	0.6769562362	0.5739118028
7461	0.6769426471	0.5739091635
7462	0.6769521287	0.5739069331
7463	0.6769441228	0.5739048776
7464	0.6769433849	0.5739026059
7465	0.6769455985	0.5738997869
7466	0.6769441228	0.5738974919
7467	0.6769417001	0.5738960065
7468	0.6769392774	0.5738940064
7469	0.6769385395	0.5738926358
7470	0.6769474924	0.5738910837
7471	0.6769385395	0.5738883249
7472	0.6769618194	0.5738847964
7473	0.6769780398	0.5738827452
7474	0.6769758257	0.573880063
7475	0.6769780398	0.5738777101
7476	0.6769782482	0.5738755802
7477	0.6769812004	0.5738731593
7478	0.676983623	0.5738714757
7479	0.6769787778	0.5738689678
7480	0.6769884681	0.5738667083
7481	0.6769709806	0.573864223
7482	0.6769670821	0.57386144
7483	0.6769799327	0.5738593568
7484	0.6769847777	0.5738571214
7485	0.6769767722	0.5738543653
7486	0.6769847777	0.5738530193
7487	0.6769702426	0.573850509
7488	0.6769734031	0.5738481332
7489	0.6769901526	0.5738460297
7490	0.6769974201	0.5738440726
7491	0.676996682	0.5738417853
7492	0.6770030033	0.5738383986
7493	0.6770030033	0.5738363849
7494	0.677011955	0.5738336815
7495	0.6770192223	0.5738305372
7496	0.6770175382	0.5738286508
7497	0.6770279663	0.5738261492
